nombre,apellidos,nif,telefono,email,categoria,description,urgencia,fecha,direccion_persona,ubicacion_incidencia
Josefa,Pérez Ramírez,17754910Z,785161392,josefa.perez.ramirez@gmail.com,Limpieza,"El contenedor marron del barrio del Albaicin esta a rebosar, no caben mas residuos organicos.",2,2026-04-02T07:05:42+02:00,"Paseo del Salón 43, 4ºC, 18008 Granada","37.179657, -3.590938 - Junto al colegio"
Elena,Álvarez Gómez,30525692T,948991562,ealvarez276@gmail.com,Movilidad,"Señal de velocidad máxima en Calle Laurel tan desgastada que no se puede saber si dice 30, 40 o 50. Hay confusion.",1,2026-04-02T08:43:25+02:00,"Paseo del Salón 3, 2ºA, 18007 Granada","37.164558, -3.573045 - Junto al centro de salud"
Josefa,Ramos León,10451978L,781430656,josefa.ramos822@gmail.com,Movilidad,"Señal de ceda el paso en la intersección de Calle Reyes Católicos con Paseo del Salon totalmente desgastada, apenas se ve el triángulo rojo. Lleva asi varios meses y confunde a los conductores.",1,2026-04-02T18:59:39+02:00,"Calle Alhamar 64, 2ºC, 18012 Granada","37.194151, -3.593585 - En la acera derecha"
Raquel,Molina Ramos,88098942H,682821818,raquel.molina568@gmail.com,Parques y Jardines,"El cesped no se ha cortado en el parque del Realejo desde hace dos meses, esta muy abandonado y con maleza.",1,2026-04-02T19:28:11+02:00,"Calle Alcaicería 3, Ático, 18014 Granada","37.190779, -3.578183 - Junto al colegio"
Lucía,Calvo Moya,88584832X,647388242,lucia.calvo190@live.com,Parques y Jardines,Bancos sin pintar en el Parque de San Gerónimo tienen listones sueltos y astillas que rayan la ropa. Há que reparar.,2,2026-04-02T23:05:54+02:00,"Calle Reyes Católicos 105, 5ºA, 18006 Granada","37.182235, -3.570250 - Frente a la iglesia"
Teresa,Iglesias Gallego,92006858G,785394316,teresaiglesias961@outlook.es,Alumbrado Público,Hay un cable de la red eléctrica caído en el cruce de calle Laurel con calle Mesones que toca el suelo. Representa un grave riesgo de electrocución para cualquiera.,5,2026-04-03T00:14:59+02:00,"Avenida de Madrid 5, 4ºB, 18012 Granada","37.195805, -3.602024 - Al lado del contenedor de reciclaje"
Jorge,López Castillo,64991968V,670923438,jorge_lopez98@hotmail.com,Movilidad,"Socavon enorme en la Avenida Constitucion a la altura del numero 45, la carretera se ha hundido casi 30cm. Muy peligroso para motos y coches pequeños, ya ha averiado varios vehiculos.",5,2026-04-03T00:15:53+02:00,"Calle Alhamar 88, 5ºA, 18008 Granada","37.157689, -3.588548 - En la acera izquierda"
Sara,Domínguez Cano,40294092R,944392763,sara_dominguez24@gmail.com,Parques y Jardines,"El riego del Jardín del Triunfo no funciona correctamente, las flores se estan secando y podrian desaparecer.",3,2026-04-03T00:40:21+02:00,"Calle Elvira 51, 1ºD, 18005 Granada","37.189816, -3.615368 - Frente a la farmacia"
Rocío,Moreno García,96744889N,618396010,rocio.moreno328@live.com,Limpieza,"Ay mucha basura acumulada en la calle Navas desde hace una semana, bolsas rotas y vidrio roto en el suelo.",3,2026-04-03T02:44:42+02:00,"Calle Gracia 52, 2ºA, 18008 Granada","37.192119, -3.581232 - Junto a la parada de autobús"
Ramón,Gil Gómez,58558462W,620926456,ramon_gil66@live.com,Mobiliario Urbano,"Bolardo arrancado en la zona peatonal de Reyes Católicos, hay un agujero donde estuvo. Los niños pueden caerse alli, he visto gente renguear después de pisar el hueco.",4,2026-04-03T09:19:39+02:00,"Calle Puentezuelas 62, 3ºD, 18002 Granada","37.199063, -3.623536 - Frente a la farmacia"
Irene,Jiménez Flores,25536639S,775154895,irene.jimenez790@gmail.com,Alumbrado Público,Farola sin funcionar en Cuesta de los Martires. Hay otras cercanas pero esta deixa un pequeño punto ciego de iluminación.,2,2026-04-03T23:25:36+02:00,"Paseo de los Tristes 119, 6ºA, 18010 Granada","37.198851, -3.591206 - Junto a la parada de autobús"
Sofía,Torres Gil,46207642K,656517223,storres57@gmail.com,Parques y Jardines,"Una rama gigante del nogal en el Paseo de la Sabika está muy débil y cuelga amenazando a los visitantes, es un riesgo real.",4,2026-04-04T01:24:10+02:00,"Paseo de la Bomba 107, 2ºA, 18007 Granada","37.176904, -3.622977 - En la rotonda"
Paula,Ortiz Pérez,43967177D,712837596,paulaortiz866@gmail.com,Limpieza,Derame de gasolina en la calle Gran Via ha dejado una mancha grande en el asfalto que huele mucho y es resbaladiso.,4,2026-04-04T05:29:07+02:00,"Calle Alcaicería 18, 5ºA, 18013 Granada","37.179716, -3.612164 - Frente al portal 42"
Óscar,Torres Álvarez,63567862W,734620605,oscar_torres83@outlook.es,Parques y Jardines,"Un árbol de gran envergadura ah caído en el Parque de Villanueva bloqueando la zona de paseo, hay que actuar de inmediato.",5,2026-04-04T12:46:49+02:00,"Calle Gonzalo Gallas 60, 2ºA, 18009 Granada","37.175066, -3.593136 - Junto al colegio"
Pilar,Cortés González,55377061F,736102945,pcortes779@outlook.es,Otros,Animal perro sin correa y aparentemente agresivo en parque cercano a Calle Enmedio. Varios ciudadanos reportan comportamiento hostil.,5,2026-04-04T15:09:27+02:00,"Calle Pedro Antonio de Alarcón 93, 1ºB, 18007 Granada","37.175767, -3.581723 - Frente al supermercado"
Iván,Romero González,67145411Q,997049620,ivan.romero618@hotmail.com,Otros,Fuga menor de agua en grifo publico en Plaza de la Paz. Desperdicio de agua que moja la acera.,1,2026-04-04T15:57:03+02:00,"Paseo de los Tristes 43, 2ºC, 18010 Granada","37.175508, -3.616872 - Junto al colegio"
Rubén,García Cano,31088016C,659964448,ruben.garcia.cano@hotmail.es,Movilidad,Bache de unos 15cm en Calle Navas que cada lluvia se agranda mas. Fue reparado hace 2 años pero vuelve a estar en las mismas condiciones.,2,2026-04-04T17:00:37+02:00,"Avenida de Madrid 98, 1ºD, 18012 Granada","37.167623, -3.591107 - En la rotonda"
Carmen,Rodríguez Garrido,22354652D,697475129,carmen_rodriguez29@gmail.com,Parques y Jardines,"El cesped del parque de las ciencias esta muy crecido, lleva meses sin cortarse. Necesita mantenimiento urgente.",1,2026-04-05T11:28:46+02:00,"Calle Alhamar 24, Bajo B, 18013 Granada","37.189574, -3.581772 - Junto a la fuente"
Esperanza,Gómez Guerrero,22818261F,913331913,egomez472@hotmail.es,Alumbrado Público,El tramo de la Avenida de Andalucía entre la estación y el paso inferior está completamente sin luz. Es practicamente imposible transitar de noche con seguridad.,4,2026-04-05T11:58:09+02:00,"Plaza de Mariana Pineda 82, 2ºB, 18008 Granada","37.198861, -3.573232 - Junto al paso de peatones"
Pablo,Pérez Alonso,87677240K,987260687,pablo.perez667@yahoo.es,Parques y Jardines,Hay un banco en el parque del Buen Retiro con un liston suelto que se mueve peligrosamente cuando alguien se sienta. Podria causar una caida.,2,2026-04-05T14:43:02+02:00,"Calle Alhamar 33, Ático, 18013 Granada","37.164658, -3.620552 - Junto al centro de salud"
Teresa,Ortiz Rodríguez,51349598M,652968687,teresa.ortiz98@yahoo.es,Parques y Jardines,"La fuente central de la Plaza Nueva no funciona, el sistema de riego está averiado hace semanas y las plantas se están muriendo.",3,2026-04-05T19:12:28+02:00,"Calle Navas 120, 5ºA, 18001 Granada","37.174508, -3.581210 - Junto al colegio"
Ana,Guerrero Díaz,46804049S,965720652,aguerrero801@hotmail.es,Movilidad,"El semaforo de la Avenida de la Paz con Calle Recogidas funciona de forma intermitente, a veces da verde a dos direcciones a la vez. Situacion muy peligrosa en hora punta.",4,2026-04-05T20:38:15+02:00,"Calle Molinos 73, 3ºD, 18008 Granada","37.178830, -3.612131 - A la altura del número 65"
Beatriz,Flores Rivera,93550644F,938126516,beatriz.flores95@hotmail.es,Parques y Jardines,"En el Parque de la Paz, una rama grande del roble centenario está a punto de caer sobre la zona infantil. Es muy peligroso.",4,2026-04-06T04:15:23+02:00,"Acera del Darro 35, 1ºA, 18013 Granada","37.190811, -3.593553 - Junto al quiosco de prensa"
Juan,Herrera Cortés,57032131C,628111524,juan_herrera32@live.com,Parques y Jardines,Un árbol completo ha caido en el Paseo del Salón bloqueando la avenida principal. La gente no puede pasar.,5,2026-04-06T09:16:25+02:00,"Calle Zacatín 15, 1ºC, 18011 Granada","37.177240, -3.586700 - Frente a la iglesia"
Óscar,Castro Iglesias,16798558W,736930733,oscar.castro.iglesias@hotmail.es,Movilidad,Placa de calle en la Plaza Real con numeros casi invisibles por la oxidacion. Los repartidores no logran encontrar los edificios correctamente.,1,2026-04-06T13:06:27+02:00,"Calle Severo Ochoa 117, 3ºB, 18006 Granada","37.163043, -3.602584 - A la altura del número 24"
Sofía,Díaz Prieto,50971029Q,640331592,sofia_diaz88@hotmail.com,Alumbrado Público,"Cuatro farolas seguidas en calle Navas estan apagadas, creando una zona de penumbra importante. Los vecinos no pueden transitr cómodamente por las noches.",3,2026-04-07T02:57:17+02:00,"Calle Pedro Antonio de Alarcón 60, 4ºB, 18009 Granada","37.189248, -3.602815 - En la acera izquierda"
Adrián,López Medina,48823391A,648542981,adrianlopez26@hotmail.com,Alumbrado Público,"La farola de la Calle Reyes Católicos esquina Ángel Ganivet tiene la bombilla muy tenue, apenas ilumina el paso de peatones por la noche.",1,2026-04-07T05:15:02+02:00,"Calle Gracia 8, 4ºB, 18009 Granada","37.174944, -3.574724 - Junto al colegio"
Amparo,López Calvo,35670183N,634745391,alopez508@hotmail.es,Parques y Jardines,"Las papeleras estan llenas y el cesped sin cortar en los jardines de la Virgen del Carmen, da muy mala apariencia.",1,2026-04-07T12:36:18+02:00,"Calle Alcaicería 54, 6ºA, 18005 Granada","37.168867, -3.581517 - A la altura del número 73"
Luis,Jiménez Garrido,87123273D,937702195,luis.jimenez211@gmail.com,Movilidad,Semaforo apagado completamente en el cruce de Gran Via con Calle Zacatin desde el lunes pasado. No hay agente de transito. Casi a haver 5 accidentes en dos dias.,4,2026-04-07T16:32:32+02:00,"Calle Neptuno 39, 3ºC, 18015 Granada","37.197780, -3.609362 - En la acera derecha"
Sofía,León Prieto,93726527D,651256254,sleon500@hotmail.es,Parques y Jardines,Varios listones se estan desprendiendo de los bancos del Parque García Lorca. Hay riesgo de que alguien se lesione.,2,2026-04-07T17:33:15+02:00,"Paseo del Salón 95, 1ºC, 18012 Granada","37.197492, -3.609426 - Junto al parque infantil"
Elena,Castro Ramos,95584353X,765195772,elenacastro291@hotmail.es,Limpieza,"He visto botellas de liquido rosa fosforito derramadas frente a la guarderia Los Peques, me da mucho miedo que sea toxico.",5,2026-04-07T18:46:56+02:00,"Calle Alcaicería 71, Bajo B, 18002 Granada","37.197272, -3.576364 - Frente a la farmacia"
Paula,Guerrero Gallego,73617809F,659483380,paula_guerrero58@yahoo.es,Parques y Jardines,"El sistema automatico de riego en el Parque del Príncipe no funciona correctamente, la mitad de los arboles no reciben agua.",3,2026-04-07T18:47:17+02:00,"Calle Mesones 110, 4ºC, 18009 Granada","37.184933, -3.584054 - Junto a la fuente"
José,Guerrero Guerrero,10608421Q,941289585,joseguerrero965@yahoo.es,Movilidad,"Bache profundo en la Calle Elvira, zona historica, que acumula agua en epocas de lluvia. Turistaz patinan al pasar con maletas.",2,2026-04-08T01:56:07+02:00,"Calle Gracia 64, 3ºB, 18012 Granada","37.191598, -3.591413 - Frente a la farmacia"
Josefa,Medina Díaz,53506831E,969051872,josefa_medina95@outlook.es,Parques y Jardines,Hay una rama muy gruesa del sauce que cuelga peligrosamente sobre el camino principal del Parque de los Mártires. Puede caer en cualquier momento.,4,2026-04-08T13:33:54+02:00,"Calle Real de Cartuja 30, 2ºB, 18012 Granada","37.196525, -3.603884 - Junto al parque infantil"
Alberto,Pérez Molina,42253457L,776098906,aperez913@hotmail.es,Limpieza,Un par de envoltorios de tabaco tirados en la acera de calle Santisimo frente a la estacion de tren.,1,2026-04-08T23:27:45+02:00,"Avenida de Cervantes 33, 2ºD, 18008 Granada","37.183898, -3.600440 - Junto al centro de salud"
Josefa,Blanco Moya,36193040X,956034613,josefablanco819@live.com,Movilidad,"Marcas viales en Avenida Fuero de los Españoles completamente desvanecidas, imposible ver los carriles. Conductores no saben donde deben circular.",3,2026-04-09T00:17:08+02:00,"Plaza de Mariana Pineda 72, 3ºA, 18011 Granada","37.197195, -3.587827 - Junto al paso de peatones"
Paula,León Herrera,50156772M,760162473,paula.leon.herrera@outlook.es,Limpieza,El contenedor amarillo en la calle Molinos esta lleno de envases y alguns salen despedidos por el suelo.,2,2026-04-09T05:33:27+02:00,"Calle Doctor Olóriz 106, 4ºA, 18007 Granada","37.166653, -3.573843 - Junto al colegio"
Silvia,Rubio Prieto,28519870P,699278450,srubio113@yahoo.es,Movilidad,Señal de velocidad maxima en la Calle de los Mártires con los numeros ilegibles debido al desgaste y suciedad acumulada.,1,2026-04-09T08:37:09+02:00,"Avenida de la Constitución 16, 1ºD, 18012 Granada","37.173817, -3.598943 - Junto a la parada de autobús"
Lucía,Blanco Rodríguez,98900546V,924028853,lucia.blanco.rodriguez@gmail.com,Movilidad,Socabon en la Avenida del Hospicio que ha levantado la asfaltadura alrededor. Vehiculos que transitan por ahi pierden piezas del chasis. Nesesite reparacion urgente.,5,2026-04-09T10:05:02+02:00,"Calle Molinos 85, 3ºC, 18011 Granada","37.179213, -3.610831 - En la mediana de la avenida"
Paula,Vázquez Domínguez,34565910S,935640239,pvazquez238@gmail.com,Alumbrado Público,"Farola fundida en Avda. de la Constitucion, frente a la parada de autobus. Hay otras dos farolas funcionales a ambos lados pero esta no alumbra.",2,2026-04-09T16:33:13+02:00,"Calle Alhamar 41, 4ºB, 18014 Granada","37.172255, -3.582685 - En la acera derecha"
Pablo,Gutiérrez Ramírez,91001651N,917267381,pablo_gutierrez25@live.com,Parques y Jardines,"El temporal ha derribado dos pinos grandes en el Bosque de la Alhambra, uno bloquea completamente el acceso peatonal al monumento.",5,2026-04-09T19:13:42+02:00,"Calle Puentezuelas 24, 5ºA, 18005 Granada","37.164634, -3.573537 - A la altura del número 29"
Nuria,Guerrero Blanco,46133895N,643408572,nuria_guerrero60@gmail.com,Parques y Jardines,"El jardin vertical de la Plaza Isabel la Católica necessita poda urgente, el cesped a su alredor esta descuidado.",1,2026-04-09T23:04:23+02:00,"Calle Sierpe 114, 5ºA, 18004 Granada","37.188319, -3.588403 - A la altura del número 6"
Ramón,Alonso Gil,28930715G,644378152,ramon.alonso809@gmail.com,Otros,"Vandalismo en cabina telefonica en Calle Reyes, vidrio roto y partes dañadas. No funcional desde hace dias.",2,2026-04-10T13:19:43+02:00,"Calle Pedro Antonio de Alarcón 60, 4ºB, 18010 Granada","37.157561, -3.609901 - Junto a la fuente"
Rubén,Marín Sanz,87543604S,662641369,ruben.marin.sanz@live.com,Limpieza,"En la calle Aben Humeya hay acumulacion de basura hace varios dias, todo es un desorden y atrae ratas.",3,2026-04-11T21:26:15+02:00,"Avenida de Madrid 108, 1ºC, 18004 Granada","37.189398, -3.587929 - Junto al colegio"
Francisco,Marín Cano,85503825Z,913199611,francisco.marin.cano@yahoo.es,Limpieza,"Vertimiento de liquido oscuro (probablemente residuos) en la avenida del Ejército frente a un bar, crea charco peligroso.",4,2026-04-12T04:44:01+02:00,"Calle Severo Ochoa 38, 3ºC, 18013 Granada","37.184395, -3.610252 - Frente a la farmacia"
Francisco,Jiménez Medina,40588287A,919675101,francisco.jimenez.medina@gmail.com,Mobiliario Urbano,Las tuercas de sujeción de la lampara de alumbrado publico en calle Almona estan sueltas y la estructura se balancea con cualquier viento fuerte. Ay q repararlo antes de q caiga.,5,2026-04-12T09:50:02+02:00,"Calle San Antón 69, 1ºB, 18002 Granada","37.168668, -3.606974 - Bajo la marquesina del autobús"
Teresa,Gutiérrez Flores,60220702D,645306825,teresa.gutierrez.flores@live.com,Alumbrado Público,"En la Calle Elvira, entre la Puerta de Bibarrambla y Plaza Nueva, se encuentran 5 farolas consecutivas apagadas. Es imposible transitar sin linterna.",3,2026-04-12T10:16:16+02:00,"Calle Alhamar 18, 4ºC, 18001 Granada","37.185335, -3.590785 - Al lado del contenedor de reciclaje"
Rosa,Sánchez Gil,61776899A,917897325,rosasanchez202@gmail.com,Movilidad,"El semaforo de peatones en Paseo del Salon no emite sonido para invidentes, solo luz. Hace que muchas personas ciegas no se atrevan a cruzar solos.",3,2026-04-12T12:12:14+02:00,"Calle Tinajilla 15, 4ºA, 18012 Granada","37.156026, -3.578417 - En la acera derecha"
Manuel,Rivera León,59369949A,788200738,manuel_rivera40@hotmail.es,Parques y Jardines,El banco de la entrada norte del Parque Tecnológico tiene varios listones rotos y oxidados que pueden dañar la ropa.,2,2026-04-12T12:20:12+02:00,"Calle Alcaicería 11, 2ºD, 18003 Granada","37.182938, -3.592715 - Junto al colegio"
Alicia,Ramos Flores,80823013R,968250804,alicia.ramos540@outlook.es,Parques y Jardines,"La bomba de riego del jardin botanico ha dejado de funcionar, muchas flores y plantas exoticas se estan secando rapido.",3,2026-04-12T17:53:35+02:00,"Plaza de Mariana Pineda 70, 3ºA, 18003 Granada","37.186113, -3.579368 - Bajo la marquesina del autobús"
Paula,García Navarro,21690508J,674122297,paula.garcia563@yahoo.es,Parques y Jardines,Una rama enorme del pino piñonero del Parque Joyero esta inclinada de forma peligrosa y amenaza con caer sobre los juegos infantiles.,4,2026-04-12T21:52:35+02:00,"Calle Profesor Emilio Orozco 52, 3ºC, 18004 Granada","37.177125, -3.624396 - Junto a la parada de autobús"
Andrea,León Alonso,57704697C,649630190,andrealeon702@hotmail.com,Mobiliario Urbano,Papelera deformada en la plaza Bib-Rambla con varias abolladeuras profundas. Esteticamente fea pero operativa todavía.,1,2026-04-12T21:55:51+02:00,"Paseo del Salón 83, 3ºA, 18005 Granada","37.175533, -3.623789 - Cerca del cruce con Calle Doctor Olóriz"
